"id";"moto_similares";"caminhao_similares";"onibus_similares"
324615;"sim";"sim";"não"
324616;"sim";"não";"não"
324617;"sim";"não";"não"
324619;"sim";"não";"não"
324620;"sim";"não";"não"
324621;"não";"não";"não"
324622;"não";"não";"não"
324623;"não";"não";"não"
324624;"sim";"não";"não"
324625;"sim";"não";"não"
324626;"não";"não";"não"
324627;"sim";"não";"não"
324628;"não";"sim";"não"
324629;"não";"não";"não"
324630;"não";"sim";"não"
324631;"sim";"não";"não"
324632;"sim";"não";"sim"
324633;"sim";"não";"não"
324634;"não";"não";"não"
324635;"sim";"não";"não"
324636;"sim";"não";"não"
324637;"não";"não";"não"
324638;"não";"não";"não"
324639;"sim";"não";"não"
324641;"não";"sim";"não"
324644;"não";"não";"não"
324646;"sim";"não";"não"
324647;"sim";"não";"não"
324648;"não";"não";"não"
324649;"não";"não";"não"
324650;"sim";"não";"não"
324651;"não";"não";"não"
324652;"sim";"não";"não"
324653;"não";"não";"não"
324654;"não";"não";"não"
324655;"sim";"não";"não"
324656;"não";"sim";"não"
324657;"não";"não";"não"
324658;"sim";"não";"não"
324659;"sim";"não";"não"
324660;"não";"não";"sim"
324661;"não";"não";"não"
324662;"sim";"não";"não"
324663;"sim";"não";"não"
324664;"sim";"não";"não"
324665;"sim";"não";"não"
324666;"não";"não";"não"
324667;"sim";"não";"não"
324668;"sim";"não";"não"
324669;"sim";"não";"não"
324670;"não";"não";"não"
324671;"sim";"não";"não"
324673;"sim";"não";"não"
324674;"não";"não";"não"
324675;"sim";"não";"não"
324676;"sim";"não";"não"
324677;"não";"não";"não"
324678;"não";"sim";"não"
324679;"não";"não";"não"
324680;"sim";"não";"não"
324681;"sim";"não";"não"
324683;"não";"sim";"não"
324684;"não";"sim";"não"
324685;"não";"não";"não"
324686;"não";"não";"não"
324687;"sim";"sim";"não"
324688;"não";"não";"não"
324689;"sim";"não";"não"
324690;"não";"não";"não"
324691;"sim";"não";"não"
324692;"não";"sim";"não"
324693;"sim";"não";"não"
324694;"não";"não";"não"
324695;"não";"não";"não"
324696;"não";"sim";"não"
324697;"não";"não";"não"
324698;"sim";"não";"não"
324699;"não";"não";"não"
324700;"não";"sim";"não"
324701;"não";"sim";"não"
324703;"não";"sim";"não"
324704;"não";"não";"sim"
324705;"não";"não";"não"
324706;"não";"não";"não"
324707;"não";"não";"não"
324708;"não";"não";"não"
324710;"não";"não";"não"
324711;"não";"não";"não"
324712;"sim";"não";"não"
324713;"não";"não";"não"
324714;"não";"não";"não"
324715;"não";"não";"não"
324717;"sim";"não";"não"
324718;"não";"sim";"não"
324719;"não";"não";"não"
324720;"sim";"não";"não"
324721;"sim";"não";"não"
324722;"não";"não";"não"
324724;"sim";"não";"não"
324725;"não";"não";"não"
324726;"não";"não";"não"
324727;"não";"não";"não"
324728;"sim";"não";"não"
324729;"não";"não";"não"
324730;"não";"não";"não"
324731;"não";"não";"não"
324732;"não";"não";"não"
324733;"não";"não";"não"
324735;"não";"sim";"não"
324736;"sim";"não";"não"
324737;"não";"sim";"não"
324738;"não";"não";"não"
324739;"sim";"não";"não"
324740;"não";"não";"não"
324741;"sim";"não";"não"
324742;"não";"não";"não"
324743;"sim";"não";"não"
324744;"sim";"não";"não"
324746;"sim";"não";"não"
324747;"sim";"não";"não"
324748;"sim";"não";"não"
324749;"sim";"não";"não"
324750;"sim";"sim";"não"
324751;"sim";"sim";"não"
324752;"sim";"não";"não"
324753;"sim";"não";"não"
324754;"não";"sim";"não"
324755;"sim";"não";"não"
324757;"sim";"não";"não"
324758;"não";"sim";"não"
324759;"não";"não";"não"
324760;"sim";"sim";"não"
324761;"sim";"não";"não"
324762;"sim";"não";"não"
324763;"não";"sim";"não"
324764;"sim";"não";"não"
324765;"sim";"não";"não"
324766;"não";"sim";"não"
324767;"não";"sim";"não"
324768;"não";"sim";"sim"
324769;"sim";"sim";"não"
324770;"sim";"não";"não"
324771;"sim";"não";"não"
324772;"não";"não";"não"
324774;"sim";"não";"não"
324775;"sim";"não";"não"
324776;"sim";"sim";"não"
324777;"sim";"não";"não"
324779;"não";"não";"não"
324780;"não";"não";"não"
324781;"não";"não";"não"
324782;"não";"sim";"não"
324783;"sim";"não";"não"
324784;"não";"sim";"não"
324785;"não";"não";"não"
324786;"não";"sim";"não"
324787;"não";"não";"não"
324788;"sim";"não";"não"
324789;"sim";"não";"não"
324790;"não";"sim";"não"
324791;"não";"sim";"sim"
324792;"não";"não";"não"
324793;"não";"não";"não"
324794;"sim";"não";"não"
324795;"não";"sim";"não"
324796;"não";"não";"não"
324797;"sim";"não";"não"
324798;"não";"sim";"sim"
324800;"sim";"não";"não"
324801;"sim";"não";"não"
324802;"não";"não";"não"
324803;"não";"não";"não"
324804;"sim";"não";"não"
324805;"sim";"sim";"não"
324807;"sim";"não";"não"
324808;"não";"não";"não"
324809;"não";"não";"não"
324810;"não";"sim";"não"
324811;"sim";"sim";"não"
324812;"não";"não";"não"
324813;"não";"não";"não"
324814;"não";"não";"não"
324815;"não";"não";"não"
324816;"sim";"não";"não"
324817;"sim";"não";"sim"
324818;"não";"não";"não"
324819;"não";"sim";"não"
324820;"não";"sim";"não"
324821;"não";"sim";"não"
324822;"não";"não";"não"
324823;"não";"sim";"não"
324824;"sim";"não";"não"
324825;"não";"não";"não"
324826;"não";"não";"não"
324827;"não";"não";"não"
324828;"não";"sim";"não"
324829;"não";"sim";"não"
324830;"sim";"não";"não"
324831;"não";"sim";"não"
324833;"sim";"não";"não"
324834;"sim";"não";"não"
324835;"não";"sim";"não"
324836;"não";"não";"não"
324837;"sim";"não";"não"
324839;"não";"não";"não"
324840;"sim";"sim";"não"
324841;"sim";"não";"não"
324842;"não";"não";"não"
324843;"não";"não";"não"
324844;"não";"sim";"não"
324845;"não";"sim";"não"
324846;"não";"não";"não"
324847;"não";"sim";"sim"
324849;"sim";"não";"não"
324850;"sim";"não";"não"
324851;"sim";"não";"não"
324852;"não";"não";"não"
324853;"sim";"não";"não"
324854;"sim";"não";"não"
324855;"não";"sim";"não"
324856;"sim";"sim";"não"
324857;"não";"não";"não"
324858;"não";"não";"não"
324859;"não";"não";"não"
324860;"não";"não";"não"
324861;"sim";"não";"não"
324862;"não";"não";"não"
324863;"não";"sim";"não"
324864;"sim";"sim";"não"
324865;"não";"sim";"não"
324867;"sim";"não";"não"
324868;"sim";"sim";"não"
324870;"sim";"não";"não"
324871;"sim";"não";"não"
324872;"não";"não";"não"
324873;"sim";"não";"não"
324874;"não";"sim";"não"
324875;"não";"não";"não"
324876;"não";"não";"não"
324877;"não";"não";"não"
324878;"sim";"não";"não"
324879;"não";"não";"não"
324880;"não";"não";"não"
324881;"sim";"sim";"não"
324882;"não";"sim";"não"
324884;"sim";"não";"não"
324885;"não";"sim";"não"
324886;"sim";"não";"não"
324887;"sim";"não";"não"
324888;"não";"sim";"não"
324889;"não";"não";"não"
324890;"sim";"sim";"não"
324891;"não";"sim";"não"
324892;"não";"não";"não"
324893;"não";"sim";"não"
324894;"não";"não";"não"
324895;"sim";"sim";"não"
324896;"não";"não";"não"
324897;"não";"sim";"não"
324898;"sim";"não";"não"
324899;"não";"não";"não"
324900;"sim";"não";"não"
324901;"sim";"não";"não"
324902;"não";"não";"não"
324903;"sim";"não";"não"
324904;"sim";"não";"não"
324905;"não";"sim";"não"
324907;"sim";"não";"não"
324908;"não";"sim";"não"
324909;"não";"sim";"não"
324910;"não";"sim";"não"
324911;"não";"sim";"não"
324912;"não";"não";"não"
324913;"não";"não";"não"
324914;"sim";"sim";"não"
324915;"não";"sim";"não"
324916;"sim";"não";"não"
324918;"não";"não";"não"
324919;"sim";"não";"não"
324920;"sim";"não";"não"
324921;"sim";"não";"não"
324922;"sim";"não";"sim"
324923;"sim";"não";"não"
324924;"não";"não";"não"
324925;"não";"não";"não"
324926;"não";"sim";"não"
324927;"sim";"não";"não"
324928;"sim";"não";"não"
324929;"não";"sim";"sim"
324930;"não";"sim";"não"
324931;"sim";"não";"não"
324932;"não";"não";"não"
324933;"sim";"não";"não"
324934;"não";"sim";"não"
324935;"sim";"não";"não"
324936;"sim";"não";"não"
324937;"não";"sim";"não"
324938;"não";"sim";"não"
324944;"não";"não";"não"
324945;"não";"sim";"não"
324946;"sim";"não";"não"
324947;"não";"não";"não"
324948;"não";"não";"não"
324949;"sim";"não";"não"
324950;"sim";"não";"não"
324952;"não";"sim";"não"
324953;"sim";"não";"não"
324955;"não";"não";"não"
324956;"não";"não";"não"
324957;"não";"não";"não"
324958;"sim";"não";"não"
324959;"sim";"sim";"não"
324960;"sim";"não";"não"
324961;"sim";"não";"não"
324962;"não";"não";"não"
324963;"sim";"não";"não"
324965;"sim";"não";"não"
324966;"não";"sim";"não"
324967;"sim";"não";"não"
324968;"sim";"não";"não"
324969;"não";"não";"não"
324971;"não";"não";"não"
324972;"sim";"não";"não"
324973;"sim";"não";"sim"
324974;"sim";"não";"sim"
324975;"não";"não";"não"
324976;"não";"não";"não"
324977;"sim";"não";"não"
324978;"não";"não";"não"
324979;"sim";"não";"não"
324980;"sim";"não";"não"
324981;"sim";"não";"não"
324982;"sim";"não";"não"
324983;"sim";"não";"não"
324984;"não";"não";"não"
324985;"não";"não";"não"
324986;"sim";"não";"não"
324987;"sim";"não";"não"
324988;"sim";"não";"não"
324990;"não";"sim";"não"
324991;"sim";"não";"não"
324994;"sim";"não";"não"
324995;"sim";"não";"não"
324996;"não";"sim";"não"
324997;"sim";"não";"não"
324998;"sim";"não";"não"
324999;"não";"não";"não"
325000;"não";"não";"não"
325001;"sim";"não";"não"
325002;"não";"sim";"não"
325003;"sim";"sim";"não"
325004;"não";"sim";"não"
325005;"sim";"não";"não"
325006;"sim";"não";"não"
325007;"sim";"sim";"não"
325008;"sim";"não";"não"
325009;"sim";"não";"não"
325010;"não";"não";"não"
325011;"não";"não";"não"
325012;"não";"não";"não"
325013;"não";"não";"não"
325014;"não";"sim";"não"
325015;"sim";"sim";"não"
325016;"não";"sim";"não"
325017;"não";"sim";"não"
325018;"não";"não";"não"
325019;"sim";"não";"não"
325020;"sim";"não";"não"
325021;"não";"sim";"não"
325022;"sim";"não";"não"
325023;"sim";"não";"não"
325024;"sim";"não";"não"
325025;"não";"sim";"não"
325026;"sim";"não";"não"
325027;"não";"não";"não"
325028;"sim";"não";"não"
325029;"sim";"não";"não"
325030;"não";"não";"não"
325032;"não";"sim";"não"
325033;"sim";"não";"não"
325034;"não";"sim";"não"
325035;"não";"não";"não"
325036;"não";"não";"não"
325037;"sim";"não";"não"
325038;"não";"sim";"não"
325039;"sim";"não";"não"
325040;"não";"não";"não"
325041;"não";"não";"não"
325042;"não";"sim";"não"
325043;"não";"não";"não"
325044;"não";"não";"não"
325045;"sim";"não";"não"
325048;"não";"sim";"não"
325049;"não";"sim";"não"
325050;"sim";"sim";"não"
325052;"não";"sim";"não"
325053;"sim";"não";"não"
325054;"não";"sim";"sim"
325055;"sim";"não";"não"
325056;"não";"não";"não"
325057;"sim";"não";"não"
325058;"sim";"sim";"não"
325059;"não";"não";"não"
325060;"sim";"não";"não"
325061;"sim";"não";"não"
325062;"não";"não";"não"
325063;"não";"não";"não"
325064;"não";"não";"não"
325066;"não";"sim";"não"
325067;"não";"não";"não"
325068;"não";"não";"não"
325069;"não";"não";"não"
325071;"não";"não";"não"
325072;"não";"sim";"sim"
325073;"não";"sim";"não"
325074;"sim";"não";"não"
325075;"sim";"sim";"não"
325076;"não";"não";"não"
325077;"sim";"não";"não"
325079;"não";"não";"não"
325080;"não";"não";"não"
325081;"não";"sim";"não"
325082;"sim";"não";"não"
325083;"não";"sim";"não"
325084;"sim";"não";"não"
325086;"não";"não";"sim"
325087;"não";"não";"não"
325088;"sim";"não";"não"
325089;"não";"sim";"não"
325090;"não";"não";"não"
325091;"sim";"não";"não"
325092;"não";"sim";"não"
325093;"sim";"não";"não"
325094;"não";"sim";"não"
325095;"não";"sim";"não"
325096;"não";"não";"não"
325097;"não";"sim";"não"
325098;"sim";"não";"não"
325099;"não";"sim";"não"
325100;"não";"sim";"não"
325102;"não";"não";"não"
325103;"sim";"não";"não"
325104;"não";"sim";"não"
325105;"não";"sim";"não"
325106;"não";"sim";"não"
325107;"sim";"não";"não"
325108;"não";"sim";"não"
325109;"sim";"não";"não"
325111;"sim";"não";"não"
325112;"não";"sim";"não"
325113;"não";"sim";"não"
325114;"sim";"não";"não"
325115;"sim";"não";"não"
325116;"não";"sim";"não"
325117;"não";"não";"não"
325118;"não";"sim";"não"
325119;"sim";"não";"não"
325120;"não";"sim";"não"
325121;"não";"não";"não"
325123;"sim";"não";"não"
325124;"não";"não";"não"
325125;"sim";"não";"não"
325126;"não";"não";"não"
325127;"sim";"não";"não"
325128;"sim";"não";"não"
325129;"não";"não";"não"
325130;"não";"não";"não"
325131;"sim";"não";"não"
325132;"não";"sim";"não"
325133;"sim";"não";"não"
325134;"sim";"não";"não"
325135;"não";"sim";"não"
325136;"não";"sim";"não"
325137;"não";"não";"não"
325138;"sim";"não";"não"
325139;"não";"não";"não"
325140;"não";"sim";"não"
325141;"sim";"não";"não"
325142;"não";"não";"não"
325143;"sim";"não";"não"
325144;"não";"não";"não"
325145;"não";"sim";"não"
325146;"não";"sim";"não"
325147;"sim";"não";"não"
325148;"sim";"não";"não"
325149;"sim";"não";"não"
325150;"não";"não";"não"
325151;"não";"não";"não"
325152;"não";"sim";"não"
325153;"não";"sim";"não"
325154;"sim";"não";"não"
325155;"não";"sim";"não"
325156;"não";"sim";"não"
325157;"sim";"não";"não"
325158;"sim";"não";"não"
325159;"sim";"não";"não"
325160;"não";"não";"não"
325161;"sim";"não";"não"
325162;"sim";"não";"não"
325163;"não";"sim";"não"
325164;"sim";"não";"não"
325168;"não";"sim";"não"
325169;"não";"sim";"não"
325170;"sim";"não";"não"
325171;"sim";"não";"não"
325172;"não";"sim";"não"
325173;"sim";"não";"não"
325174;"não";"não";"sim"
325175;"sim";"não";"não"
325176;"sim";"não";"não"
325177;"não";"não";"não"
325178;"sim";"não";"não"
325179;"não";"não";"não"
325180;"sim";"não";"não"
325181;"não";"sim";"não"
325184;"sim";"não";"não"
325186;"não";"não";"não"
325187;"não";"sim";"não"
325188;"não";"não";"não"
325189;"sim";"não";"não"
325190;"sim";"não";"não"
325191;"sim";"sim";"não"
325192;"sim";"não";"não"
325193;"sim";"não";"não"
325194;"sim";"não";"não"
325196;"não";"não";"não"
325198;"sim";"não";"não"
325201;"sim";"não";"não"
325202;"não";"sim";"não"
325203;"sim";"não";"não"
325204;"não";"não";"sim"
325205;"sim";"não";"não"
325206;"não";"sim";"não"
325207;"não";"sim";"não"
325208;"não";"sim";"não"
325211;"sim";"não";"não"
325212;"sim";"não";"não"
325213;"sim";"não";"não"
325214;"sim";"não";"não"
325215;"não";"não";"sim"
325216;"sim";"não";"não"
325217;"sim";"não";"não"
325218;"não";"sim";"não"
325219;"sim";"não";"não"
325220;"sim";"não";"não"
325221;"sim";"não";"não"
325222;"não";"sim";"não"
325223;"não";"não";"não"
325224;"sim";"não";"não"
325225;"não";"sim";"não"
325226;"não";"não";"não"
325227;"não";"sim";"não"
325229;"sim";"não";"não"
325231;"não";"não";"não"
325232;"sim";"não";"não"
325234;"sim";"não";"não"
325235;"não";"sim";"não"
325236;"sim";"não";"não"
325237;"não";"não";"não"
325238;"não";"não";"não"
325239;"não";"não";"não"
325240;"não";"não";"não"
325241;"não";"sim";"não"
325242;"não";"sim";"não"
325243;"não";"sim";"não"
325244;"não";"não";"não"
325245;"sim";"sim";"não"
325246;"não";"sim";"não"
325247;"não";"sim";"não"
325248;"não";"sim";"não"
325250;"não";"sim";"não"
325253;"sim";"não";"não"
325254;"sim";"sim";"não"
325255;"sim";"sim";"não"
325256;"sim";"não";"não"
325257;"não";"sim";"não"
325258;"não";"sim";"não"
325259;"não";"não";"não"
325260;"não";"não";"não"
325261;"sim";"não";"não"
325262;"não";"sim";"não"
325263;"sim";"não";"não"
325264;"não";"sim";"não"
325265;"sim";"sim";"não"
325266;"sim";"não";"não"
325267;"não";"não";"não"
325268;"não";"não";"não"
325269;"não";"sim";"não"
325270;"sim";"sim";"não"
325271;"não";"sim";"não"
325272;"não";"não";"não"
325273;"não";"não";"não"
325274;"não";"não";"não"
325275;"não";"sim";"não"
325276;"sim";"não";"não"
325277;"sim";"não";"não"
325278;"sim";"não";"não"
325279;"não";"não";"não"
325280;"sim";"não";"não"
325281;"sim";"não";"não"
325282;"não";"não";"não"
325283;"não";"sim";"não"
325284;"sim";"não";"não"
325285;"sim";"não";"não"
325286;"não";"sim";"não"
325287;"sim";"sim";"não"
325288;"sim";"não";"não"
325289;"sim";"não";"não"
325290;"não";"sim";"não"
325291;"sim";"não";"não"
325292;"sim";"não";"não"
325293;"não";"sim";"não"
325294;"sim";"não";"não"
325295;"sim";"não";"sim"
325296;"não";"não";"não"
325297;"sim";"sim";"não"
325298;"sim";"não";"não"
325299;"não";"não";"não"
325300;"sim";"não";"não"
325301;"sim";"não";"não"
325302;"não";"não";"não"
325303;"não";"sim";"não"
325304;"sim";"não";"não"
325305;"não";"não";"não"
325306;"não";"não";"não"
325307;"sim";"não";"não"
325308;"não";"não";"não"
325309;"não";"não";"não"
325310;"não";"não";"não"
325312;"não";"sim";"não"
325313;"não";"não";"não"
325314;"não";"sim";"não"
325315;"sim";"sim";"não"
325316;"não";"sim";"não"
325317;"não";"sim";"não"
325318;"não";"sim";"não"
325319;"sim";"sim";"não"
325320;"sim";"não";"não"
325321;"não";"sim";"não"
325322;"não";"sim";"não"
325323;"sim";"não";"não"
325324;"sim";"não";"não"
325325;"não";"sim";"não"
325326;"não";"não";"não"
325327;"não";"não";"não"
325328;"não";"sim";"não"
325329;"sim";"sim";"não"
325330;"não";"sim";"não"
325332;"não";"sim";"não"
325333;"sim";"não";"não"
325334;"não";"não";"não"
325335;"não";"não";"não"
325336;"sim";"não";"não"
325337;"sim";"não";"não"
325338;"não";"sim";"não"
325339;"sim";"não";"não"
325340;"não";"sim";"não"
325341;"não";"sim";"não"
325342;"sim";"não";"não"
325343;"não";"não";"não"
325344;"não";"sim";"não"
325345;"sim";"sim";"não"
325346;"não";"não";"não"
325347;"não";"não";"não"
325348;"não";"não";"não"
325349;"sim";"não";"não"
325350;"não";"sim";"não"
325351;"não";"não";"não"
325352;"sim";"não";"não"
325354;"sim";"não";"não"
325355;"sim";"não";"não"
325356;"sim";"sim";"não"
325357;"não";"não";"sim"
325358;"sim";"não";"não"
325359;"não";"não";"não"
325360;"não";"não";"não"
325361;"não";"sim";"não"
325362;"sim";"não";"não"
325363;"sim";"não";"não"
325364;"não";"sim";"não"
325365;"não";"não";"não"
325366;"não";"sim";"não"
325367;"não";"sim";"não"
325368;"não";"sim";"não"
325369;"sim";"não";"não"
325370;"não";"não";"sim"
325371;"não";"não";"não"
325372;"sim";"não";"não"
325373;"não";"sim";"não"
325375;"sim";"não";"não"
325376;"sim";"não";"não"
325377;"não";"não";"não"
325378;"sim";"não";"não"
325379;"sim";"não";"não"
325380;"não";"não";"não"
325381;"sim";"não";"não"
325382;"sim";"não";"não"
325383;"sim";"não";"não"
325384;"sim";"não";"não"
325385;"sim";"não";"não"
325386;"sim";"sim";"não"
325387;"sim";"não";"não"
325388;"não";"não";"não"
325389;"não";"não";"não"
325390;"sim";"não";"não"
325391;"não";"não";"não"
325392;"não";"sim";"não"
325393;"não";"sim";"não"
325394;"não";"não";"não"
325395;"não";"não";"não"
325396;"sim";"não";"não"
325397;"não";"sim";"não"
325398;"sim";"não";"não"
325399;"não";"sim";"não"
325400;"sim";"não";"não"
325402;"não";"não";"não"
325403;"não";"não";"não"
325404;"não";"não";"não"
325406;"não";"sim";"não"
325407;"não";"não";"não"
325408;"não";"não";"não"
325409;"sim";"não";"não"
325410;"não";"não";"não"
325411;"não";"sim";"não"
325412;"não";"não";"não"
325413;"não";"sim";"não"
325414;"sim";"não";"não"
325415;"não";"sim";"não"
325416;"não";"sim";"não"
325418;"não";"sim";"não"
325419;"sim";"não";"sim"
325421;"não";"não";"não"
325422;"sim";"não";"não"
325424;"não";"não";"não"
325425;"não";"sim";"não"
325426;"não";"sim";"não"
325427;"sim";"não";"não"
325428;"sim";"não";"não"
325429;"não";"não";"não"
325430;"não";"não";"não"
325431;"sim";"não";"sim"
325432;"não";"não";"não"
325433;"sim";"não";"não"
325434;"não";"não";"não"
325435;"não";"não";"não"
325436;"não";"não";"não"
325437;"não";"não";"não"
325438;"não";"não";"não"
325439;"não";"não";"não"
325440;"não";"não";"não"
325441;"não";"não";"não"
325442;"não";"sim";"não"
325443;"não";"sim";"não"
325444;"não";"sim";"não"
325445;"não";"não";"não"
325446;"não";"sim";"não"
325447;"não";"não";"sim"
325448;"não";"não";"não"
325449;"sim";"não";"não"
325450;"sim";"não";"não"
325452;"não";"sim";"não"
325453;"não";"não";"não"
325454;"não";"não";"não"
325456;"sim";"não";"não"
325457;"não";"não";"sim"
325458;"sim";"sim";"não"
325459;"não";"não";"não"
325460;"sim";"não";"não"
325461;"sim";"não";"não"
325462;"não";"sim";"não"
325464;"sim";"não";"não"
325465;"não";"não";"sim"
325466;"não";"sim";"não"
325467;"não";"não";"não"
325468;"sim";"não";"não"
325469;"sim";"sim";"não"
325470;"não";"sim";"não"
325471;"sim";"não";"não"
325472;"não";"sim";"não"
325473;"sim";"não";"não"
325474;"não";"sim";"não"
325475;"sim";"não";"não"
325476;"não";"sim";"não"
325477;"não";"sim";"não"
325478;"sim";"sim";"não"
325479;"não";"não";"não"
325480;"não";"sim";"não"
325481;"não";"não";"não"
325482;"sim";"não";"não"
325483;"não";"não";"não"
325484;"não";"sim";"não"
325485;"não";"não";"não"
325486;"não";"sim";"não"
325487;"não";"não";"não"
325488;"não";"sim";"não"
325489;"não";"sim";"não"
325490;"não";"não";"não"
325491;"sim";"não";"não"
325492;"não";"sim";"não"
325493;"sim";"não";"não"
325494;"sim";"não";"não"
325495;"não";"sim";"não"
325496;"não";"sim";"não"
325497;"sim";"não";"não"
325498;"não";"sim";"não"
325499;"não";"não";"não"
325500;"não";"sim";"não"
325502;"não";"não";"não"
325503;"sim";"não";"não"
325504;"não";"sim";"não"
325505;"não";"sim";"não"
325506;"sim";"não";"não"
325507;"não";"sim";"não"
325508;"não";"sim";"não"
325510;"sim";"não";"não"
325511;"sim";"não";"não"
325512;"não";"sim";"sim"
325513;"sim";"não";"não"
325514;"não";"sim";"não"
325516;"sim";"não";"não"
325517;"sim";"não";"não"
325518;"sim";"não";"não"
325519;"sim";"não";"não"
325520;"não";"não";"sim"
325521;"sim";"não";"não"
325522;"não";"sim";"não"
325523;"sim";"não";"não"
325524;"não";"sim";"não"
325525;"sim";"sim";"não"
325527;"sim";"não";"não"
325528;"não";"não";"não"
325529;"não";"sim";"não"
325530;"não";"não";"não"
325531;"sim";"não";"não"
325532;"sim";"não";"não"
325533;"sim";"não";"não"
325534;"não";"não";"não"
325535;"sim";"sim";"não"
325537;"sim";"não";"não"
325538;"não";"não";"não"
325539;"sim";"não";"não"
325540;"não";"sim";"não"
325541;"não";"sim";"não"
325542;"não";"não";"não"
325543;"sim";"não";"não"
325544;"não";"não";"não"
325545;"sim";"não";"não"
325546;"sim";"não";"não"
325548;"não";"sim";"não"
325550;"não";"não";"não"
325551;"não";"sim";"não"
325552;"sim";"não";"não"
325553;"não";"não";"não"
325554;"não";"não";"não"
325555;"sim";"não";"não"
325556;"não";"sim";"não"
325557;"não";"não";"não"
325558;"sim";"não";"não"
325559;"não";"não";"não"
325560;"não";"sim";"não"
325561;"sim";"sim";"não"
325562;"não";"não";"não"
325563;"não";"não";"não"
325564;"não";"não";"não"
325565;"não";"não";"não"
325566;"sim";"não";"não"
325567;"não";"sim";"não"
325568;"não";"não";"não"
325569;"não";"não";"não"
325570;"não";"sim";"não"
325571;"não";"não";"não"
325573;"sim";"não";"não"
325574;"sim";"sim";"não"
325575;"sim";"não";"não"
325576;"não";"não";"não"
325577;"sim";"não";"não"
325578;"sim";"não";"não"
325579;"sim";"não";"não"
325580;"não";"não";"não"
325581;"sim";"não";"não"
325582;"sim";"não";"não"
325583;"não";"não";"não"
325584;"não";"sim";"não"
325585;"não";"não";"não"
325586;"não";"não";"não"
325587;"sim";"não";"não"
325588;"sim";"não";"não"
325589;"sim";"não";"não"
325590;"sim";"não";"não"
325591;"não";"não";"não"
325592;"não";"não";"sim"
325593;"sim";"não";"não"
325594;"sim";"sim";"não"
325595;"sim";"não";"não"
325596;"sim";"sim";"não"
325597;"não";"sim";"não"
325598;"não";"não";"não"
325599;"não";"não";"não"
325600;"não";"sim";"não"
325601;"sim";"não";"não"
325602;"não";"não";"não"
325603;"sim";"sim";"não"
325604;"sim";"não";"não"
325605;"não";"não";"não"
325606;"não";"não";"não"
325607;"sim";"não";"não"
325608;"não";"sim";"não"
325609;"sim";"não";"não"
325610;"não";"sim";"não"
325611;"não";"sim";"não"
325612;"não";"não";"não"
325614;"não";"sim";"não"
325615;"não";"sim";"não"
325616;"sim";"não";"não"
325617;"sim";"não";"não"
325618;"sim";"não";"não"
325619;"não";"não";"não"
325620;"não";"não";"não"
325621;"não";"sim";"não"
325622;"não";"não";"não"
325623;"não";"sim";"não"
325624;"sim";"sim";"não"
325625;"não";"não";"não"
325626;"sim";"não";"não"
325627;"sim";"não";"não"
325629;"não";"não";"sim"
325630;"sim";"não";"não"
325631;"sim";"não";"não"
325632;"não";"não";"não"
325633;"sim";"não";"não"
325634;"sim";"não";"não"
325635;"sim";"não";"não"
325636;"não";"não";"não"
325637;"sim";"não";"não"
325638;"sim";"não";"não"
325639;"não";"não";"não"
325641;"não";"sim";"não"
325642;"não";"não";"não"
325643;"não";"sim";"não"
325644;"não";"não";"não"
325645;"não";"sim";"não"
325646;"sim";"não";"não"
325648;"não";"sim";"não"
325649;"não";"sim";"não"
325650;"não";"não";"não"
325651;"não";"não";"não"
325652;"não";"sim";"não"
325653;"não";"não";"não"
325654;"não";"sim";"não"
325655;"não";"não";"não"
325656;"sim";"não";"não"
325657;"não";"não";"não"
325658;"não";"sim";"não"
325659;"não";"não";"não"
325660;"não";"não";"não"
325661;"não";"não";"não"
325662;"não";"não";"não"
325663;"não";"não";"sim"
325664;"não";"sim";"não"
325665;"não";"sim";"sim"
325666;"não";"não";"não"
325667;"não";"não";"não"
325668;"não";"não";"não"
325669;"não";"não";"não"
325670;"não";"não";"não"
325671;"não";"não";"não"
325672;"não";"não";"não"
325673;"sim";"não";"não"
325674;"não";"sim";"não"
325675;"não";"não";"não"
325676;"sim";"não";"não"
325677;"não";"não";"sim"
325678;"não";"não";"não"
325679;"sim";"não";"não"
325680;"não";"não";"não"
325681;"não";"não";"não"
325682;"sim";"sim";"não"
325683;"não";"não";"não"
325684;"não";"sim";"não"
325685;"não";"não";"não"
325686;"não";"não";"não"
325687;"sim";"não";"não"
325688;"não";"não";"sim"
325689;"sim";"não";"não"
325690;"sim";"não";"não"
325691;"não";"não";"não"
325692;"sim";"não";"não"
325693;"não";"não";"não"
325694;"não";"não";"não"
325695;"sim";"não";"não"
325696;"não";"não";"não"
325697;"não";"não";"não"
325698;"não";"sim";"não"
325699;"não";"sim";"não"
325701;"sim";"não";"não"
325702;"sim";"não";"não"
325703;"não";"não";"não"
325704;"não";"não";"não"
325705;"sim";"não";"não"
325706;"não";"sim";"não"
325707;"não";"sim";"não"
325710;"sim";"não";"não"
325711;"sim";"não";"não"
325712;"não";"não";"não"
325713;"não";"sim";"não"
325714;"não";"não";"não"
325715;"sim";"não";"não"
325716;"sim";"não";"não"
325717;"não";"não";"não"
325718;"sim";"não";"não"
325719;"não";"não";"não"
325720;"sim";"sim";"não"
325721;"não";"sim";"não"
325722;"sim";"não";"não"
325723;"sim";"não";"não"
325724;"não";"não";"não"
