"id";"moto_similares";"caminhao_similares";"onibus_similares"
275850;"sim";"não";"não"
275852;"não";"não";"não"
275853;"não";"não";"não"
275854;"não";"não";"não"
275855;"não";"sim";"não"
275856;"sim";"não";"não"
275857;"não";"não";"não"
275858;"sim";"não";"não"
275859;"não";"não";"não"
275860;"sim";"não";"não"
275861;"não";"não";"não"
275862;"não";"não";"não"
275863;"não";"não";"não"
275864;"não";"sim";"não"
275865;"não";"não";"não"
275866;"sim";"não";"não"
275867;"sim";"não";"não"
275868;"não";"sim";"não"
275869;"não";"sim";"não"
275870;"sim";"sim";"não"
275871;"não";"sim";"não"
275873;"não";"não";"não"
275875;"sim";"não";"não"
275876;"não";"não";"não"
275877;"não";"sim";"não"
275878;"sim";"sim";"não"
275879;"sim";"não";"não"
275880;"não";"sim";"não"
275881;"não";"sim";"não"
275882;"sim";"não";"não"
275883;"não";"sim";"não"
275884;"não";"sim";"não"
275885;"não";"não";"não"
275886;"não";"sim";"não"
275888;"não";"não";"não"
275889;"não";"não";"não"
275890;"não";"não";"não"
275891;"não";"sim";"não"
275892;"não";"não";"não"
275893;"sim";"não";"não"
275894;"não";"não";"não"
275895;"não";"não";"não"
275896;"sim";"não";"não"
275897;"não";"sim";"não"
275898;"sim";"não";"não"
275899;"sim";"não";"não"
275900;"sim";"não";"não"
275901;"não";"sim";"sim"
275902;"não";"sim";"não"
275903;"sim";"não";"não"
275904;"sim";"não";"não"
275905;"sim";"não";"não"
275907;"sim";"não";"não"
275909;"não";"sim";"não"
275910;"não";"não";"não"
275911;"sim";"não";"não"
275912;"sim";"não";"não"
275913;"sim";"não";"não"
275914;"sim";"sim";"não"
275916;"sim";"não";"não"
275917;"não";"não";"não"
275918;"sim";"não";"não"
275919;"não";"sim";"não"
275920;"sim";"não";"não"
275921;"sim";"não";"não"
275922;"não";"sim";"não"
275923;"não";"sim";"não"
275924;"não";"não";"não"
275925;"não";"sim";"sim"
275926;"sim";"não";"não"
275927;"não";"não";"não"
275928;"sim";"sim";"não"
275929;"sim";"não";"não"
275930;"não";"sim";"não"
275931;"não";"não";"não"
275932;"não";"não";"não"
275933;"sim";"não";"não"
275934;"sim";"não";"não"
275935;"não";"sim";"não"
275936;"sim";"não";"não"
275939;"sim";"não";"não"
275940;"não";"não";"não"
275941;"sim";"sim";"não"
275943;"não";"sim";"não"
275945;"sim";"não";"não"
275946;"não";"não";"não"
275947;"sim";"não";"não"
275948;"não";"sim";"não"
275949;"não";"sim";"não"
275950;"não";"não";"não"
275952;"não";"sim";"não"
275953;"não";"não";"não"
275955;"sim";"não";"não"
275956;"não";"não";"não"
275957;"sim";"não";"não"
275958;"sim";"não";"não"
275959;"sim";"não";"não"
275960;"sim";"sim";"não"
275961;"não";"sim";"não"
275962;"não";"não";"não"
275963;"sim";"não";"não"
275964;"sim";"não";"não"
275967;"não";"não";"não"
275968;"sim";"não";"não"
275969;"sim";"sim";"não"
275970;"sim";"não";"não"
275971;"sim";"sim";"não"
275972;"não";"sim";"sim"
275973;"não";"sim";"não"
275974;"não";"não";"não"
275975;"sim";"não";"não"
275976;"sim";"não";"não"
275977;"não";"sim";"não"
275978;"sim";"não";"não"
275979;"não";"sim";"não"
275981;"não";"sim";"não"
275983;"não";"sim";"não"
275984;"sim";"sim";"não"
275985;"não";"sim";"não"
275986;"não";"sim";"não"
275987;"não";"sim";"não"
275989;"não";"não";"não"
275990;"não";"não";"não"
275991;"sim";"não";"não"
275992;"sim";"sim";"não"
275993;"não";"sim";"não"
275994;"sim";"não";"não"
275995;"não";"não";"sim"
275996;"sim";"não";"sim"
275997;"sim";"não";"não"
275998;"sim";"não";"não"
275999;"sim";"não";"não"
276000;"não";"não";"não"
276001;"sim";"não";"não"
276002;"não";"não";"não"
276003;"não";"sim";"não"
276005;"sim";"não";"não"
276006;"não";"sim";"não"
276007;"não";"não";"não"
276008;"não";"sim";"não"
276009;"não";"não";"não"
276010;"sim";"não";"não"
276011;"não";"não";"não"
276012;"sim";"não";"não"
276013;"sim";"não";"não"
276014;"sim";"não";"não"
276015;"sim";"não";"não"
276016;"não";"sim";"não"
276017;"não";"não";"não"
276019;"não";"não";"não"
276020;"não";"sim";"não"
276021;"sim";"não";"não"
276022;"não";"não";"não"
276023;"sim";"não";"não"
276024;"não";"não";"não"
276025;"não";"sim";"não"
276026;"sim";"não";"não"
276028;"não";"não";"não"
276029;"não";"sim";"não"
276031;"não";"não";"não"
276032;"não";"não";"não"
276033;"não";"sim";"não"
276034;"sim";"sim";"não"
276035;"sim";"não";"não"
276036;"não";"sim";"não"
276037;"sim";"não";"não"
276038;"não";"não";"não"
276039;"sim";"não";"não"
276040;"não";"não";"não"
276041;"sim";"não";"não"
276042;"não";"sim";"sim"
276043;"não";"sim";"não"
276045;"não";"não";"não"
276046;"sim";"não";"não"
276047;"não";"sim";"não"
276048;"sim";"não";"não"
276049;"não";"não";"não"
276051;"não";"sim";"não"
276052;"não";"sim";"não"
276054;"não";"sim";"não"
276055;"não";"sim";"não"
276056;"não";"sim";"não"
276057;"não";"sim";"não"
276058;"não";"não";"não"
276059;"não";"sim";"não"
276060;"não";"não";"não"
276061;"sim";"não";"não"
276062;"não";"não";"não"
276064;"não";"sim";"não"
276065;"sim";"não";"não"
276066;"não";"não";"não"
276067;"não";"sim";"não"
276068;"não";"sim";"não"
276069;"não";"não";"não"
276070;"não";"não";"não"
276071;"sim";"não";"não"
276072;"sim";"não";"não"
276073;"sim";"não";"não"
276074;"não";"sim";"não"
276076;"não";"não";"não"
276078;"sim";"não";"não"
276080;"não";"sim";"não"
276081;"não";"não";"não"
276082;"não";"sim";"não"
276083;"não";"não";"não"
276084;"sim";"não";"não"
276085;"sim";"não";"não"
276086;"sim";"não";"não"
276087;"sim";"não";"não"
276088;"sim";"não";"não"
276089;"sim";"não";"não"
276090;"não";"não";"não"
276091;"não";"sim";"não"
276094;"sim";"não";"não"
276095;"não";"não";"não"
276096;"sim";"não";"não"
276097;"não";"não";"não"
276098;"não";"não";"não"
276099;"sim";"não";"não"
276100;"não";"sim";"não"
276101;"não";"não";"não"
276102;"não";"não";"não"
276103;"não";"sim";"não"
276104;"não";"sim";"não"
276106;"não";"sim";"não"
276107;"não";"sim";"não"
276108;"sim";"não";"não"
276109;"não";"não";"não"
276110;"sim";"não";"não"
276112;"sim";"não";"não"
276113;"não";"não";"não"
276115;"sim";"não";"não"
276116;"sim";"não";"não"
276117;"sim";"não";"não"
276118;"sim";"sim";"não"
276119;"sim";"não";"não"
276120;"não";"sim";"não"
276121;"não";"não";"não"
276122;"sim";"não";"não"
276123;"sim";"sim";"não"
276124;"não";"sim";"não"
276125;"sim";"não";"não"
276126;"sim";"não";"não"
276127;"sim";"não";"não"
276128;"sim";"não";"não"
276129;"não";"não";"não"
276130;"sim";"não";"não"
276132;"não";"não";"não"
276133;"não";"não";"não"
276134;"sim";"não";"não"
276135;"sim";"sim";"não"
276136;"não";"sim";"não"
276137;"não";"não";"não"
276138;"sim";"não";"não"
276139;"sim";"não";"não"
276140;"não";"sim";"não"
276141;"não";"sim";"não"
276142;"não";"não";"não"
276143;"não";"não";"não"
276144;"não";"sim";"não"
276145;"não";"não";"não"
276146;"não";"não";"não"
276147;"sim";"não";"não"
276151;"não";"sim";"não"
276152;"não";"não";"não"
276153;"não";"sim";"não"
276154;"não";"não";"não"
276155;"não";"não";"não"
276156;"não";"sim";"não"
276158;"não";"não";"não"
276159;"não";"sim";"não"
276160;"não";"não";"não"
276161;"não";"não";"não"
276162;"não";"sim";"não"
276163;"não";"não";"não"
276164;"sim";"não";"não"
276165;"sim";"não";"não"
276166;"não";"não";"não"
276167;"não";"não";"não"
276168;"não";"não";"não"
276169;"sim";"não";"não"
276170;"não";"não";"não"
276172;"sim";"não";"não"
276174;"não";"não";"não"
276175;"não";"não";"não"
276176;"não";"não";"não"
276178;"não";"não";"não"
276180;"não";"não";"não"
276181;"não";"não";"não"
276182;"sim";"não";"não"
276183;"sim";"não";"não"
276184;"não";"sim";"não"
276185;"não";"sim";"não"
276187;"sim";"não";"não"
276188;"não";"não";"não"
276189;"não";"não";"não"
276190;"não";"não";"não"
276191;"sim";"não";"não"
276192;"não";"sim";"não"
276193;"não";"não";"não"
276194;"sim";"não";"não"
276195;"não";"não";"não"
276196;"não";"não";"não"
276197;"não";"não";"não"
276198;"sim";"não";"não"
276199;"sim";"não";"não"
276200;"não";"não";"não"
276201;"sim";"sim";"não"
276202;"não";"não";"não"
276203;"sim";"sim";"não"
276204;"sim";"sim";"não"
276205;"sim";"não";"não"
276206;"não";"sim";"não"
276207;"sim";"não";"não"
276208;"sim";"não";"não"
276209;"sim";"não";"não"
276210;"não";"não";"não"
276211;"sim";"não";"não"
276212;"sim";"não";"não"
276213;"sim";"não";"não"
276214;"sim";"não";"não"
276215;"sim";"não";"não"
276216;"não";"sim";"não"
276217;"não";"não";"não"
276218;"não";"não";"não"
276219;"sim";"não";"não"
276220;"não";"não";"não"
276221;"sim";"não";"não"
276222;"sim";"não";"não"
276223;"não";"não";"não"
276224;"não";"não";"não"
276225;"sim";"não";"não"
276226;"não";"não";"não"
276227;"não";"não";"não"
276228;"não";"não";"não"
276229;"não";"sim";"não"
276230;"não";"sim";"não"
276231;"não";"não";"não"
276232;"sim";"não";"não"
276233;"não";"sim";"não"
276234;"não";"sim";"não"
276235;"sim";"não";"não"
276236;"não";"não";"não"
276237;"não";"não";"não"
276238;"não";"sim";"não"
276239;"sim";"não";"não"
276240;"não";"não";"não"
276241;"não";"não";"não"
276242;"não";"não";"não"
276243;"não";"sim";"não"
276244;"sim";"não";"não"
276245;"não";"não";"não"
276247;"não";"sim";"sim"
276248;"sim";"não";"sim"
276250;"não";"sim";"não"
276251;"não";"sim";"não"
276252;"não";"sim";"não"
276253;"não";"sim";"não"
276254;"sim";"não";"não"
276255;"não";"sim";"não"
276257;"não";"não";"não"
276258;"não";"sim";"não"
276259;"não";"não";"não"
276260;"não";"sim";"não"
276261;"não";"sim";"não"
276262;"não";"não";"não"
276263;"não";"não";"não"
276264;"não";"sim";"não"
276265;"não";"sim";"não"
276294;"não";"sim";"não"
276295;"não";"não";"não"
276297;"não";"sim";"não"
276298;"não";"sim";"não"
276299;"não";"sim";"não"
276300;"não";"sim";"não"
276301;"não";"não";"não"
276303;"não";"sim";"não"
276304;"não";"não";"não"
276305;"não";"sim";"não"
276306;"sim";"não";"não"
276307;"sim";"não";"não"
276308;"sim";"não";"não"
276309;"sim";"não";"não"
276310;"não";"não";"não"
276312;"sim";"sim";"não"
276313;"não";"não";"não"
276315;"sim";"não";"não"
276316;"sim";"não";"sim"
276317;"não";"sim";"não"
276318;"sim";"não";"não"
276319;"não";"não";"não"
276320;"não";"não";"não"
276321;"sim";"não";"não"
276322;"sim";"não";"não"
276323;"sim";"não";"não"
276324;"não";"não";"não"
276325;"não";"não";"não"
276326;"sim";"não";"não"
276327;"não";"sim";"não"
276328;"sim";"não";"não"
276329;"não";"não";"não"
276330;"sim";"não";"não"
276331;"não";"sim";"não"
276332;"não";"sim";"não"
276333;"não";"sim";"não"
276334;"não";"sim";"não"
276336;"não";"não";"não"
276337;"sim";"não";"não"
276338;"não";"não";"não"
276339;"sim";"não";"não"
276340;"não";"não";"não"
276341;"sim";"não";"não"
276345;"não";"não";"não"
276347;"sim";"não";"não"
276349;"não";"não";"não"
276350;"não";"não";"não"
276351;"não";"não";"não"
276352;"não";"não";"não"
276353;"não";"sim";"não"
276356;"não";"sim";"não"
276357;"sim";"não";"não"
276358;"sim";"não";"não"
276360;"não";"sim";"não"
276361;"sim";"não";"não"
276362;"não";"não";"não"
276363;"não";"não";"não"
276365;"sim";"não";"não"
276367;"não";"não";"não"
276368;"não";"sim";"não"
276369;"não";"não";"não"
276370;"não";"sim";"não"
276371;"sim";"não";"não"
276372;"sim";"não";"não"
276373;"sim";"sim";"não"
276374;"não";"sim";"não"
276375;"não";"não";"não"
276376;"não";"sim";"não"
276377;"não";"sim";"não"
276378;"não";"sim";"não"
276379;"sim";"não";"não"
276380;"não";"sim";"não"
276381;"não";"sim";"não"
276382;"sim";"não";"não"
276383;"não";"não";"não"
276384;"não";"sim";"não"
276385;"não";"não";"não"
276386;"não";"não";"não"
276387;"sim";"não";"não"
276388;"não";"não";"não"
276389;"sim";"não";"não"
276390;"não";"sim";"não"
276391;"não";"sim";"não"
276392;"não";"não";"não"
276393;"sim";"não";"não"
276394;"sim";"não";"não"
276395;"sim";"não";"não"
276396;"não";"sim";"não"
276398;"não";"não";"não"
276399;"sim";"não";"não"
276400;"não";"não";"não"
276401;"sim";"não";"não"
276402;"sim";"não";"não"
276403;"sim";"não";"não"
276404;"sim";"não";"não"
276405;"sim";"não";"não"
276406;"não";"não";"não"
276407;"não";"sim";"não"
276408;"não";"sim";"não"
276409;"não";"não";"não"
276410;"sim";"não";"não"
276411;"não";"não";"não"
276412;"sim";"não";"não"
276413;"não";"sim";"não"
276414;"não";"sim";"não"
276415;"não";"não";"não"
276416;"não";"não";"não"
276417;"sim";"não";"não"
276418;"não";"sim";"não"
276420;"sim";"não";"não"
276421;"sim";"sim";"não"
276422;"sim";"não";"não"
276423;"não";"não";"não"
276424;"sim";"sim";"não"
276425;"sim";"não";"não"
276426;"não";"sim";"não"
276427;"sim";"não";"não"
276428;"não";"não";"não"
276429;"não";"não";"não"
276430;"não";"não";"não"
276431;"sim";"não";"não"
276432;"não";"não";"não"
276433;"não";"sim";"não"
276434;"não";"sim";"não"
276435;"não";"não";"não"
276436;"não";"sim";"não"
276437;"não";"não";"não"
276438;"não";"sim";"não"
276439;"sim";"não";"não"
276440;"não";"não";"não"
276441;"não";"não";"não"
276442;"não";"sim";"não"
276443;"não";"sim";"não"
276444;"não";"não";"não"
276445;"não";"não";"não"
276446;"não";"sim";"não"
276447;"não";"não";"não"
276448;"não";"sim";"não"
276449;"sim";"não";"não"
276450;"não";"não";"não"
276451;"não";"não";"não"
276452;"sim";"não";"não"
276453;"não";"sim";"não"
276454;"sim";"não";"não"
276455;"sim";"não";"não"
276456;"não";"sim";"não"
276457;"não";"sim";"não"
276458;"não";"sim";"não"
276459;"não";"sim";"não"
276460;"sim";"não";"não"
276461;"sim";"não";"não"
276462;"não";"sim";"não"
276463;"não";"sim";"não"
276464;"não";"não";"não"
276465;"não";"não";"não"
276466;"não";"não";"não"
276467;"não";"sim";"não"
276468;"não";"não";"não"
276469;"não";"sim";"não"
276470;"não";"sim";"não"
276471;"não";"sim";"não"
276473;"sim";"não";"não"
276474;"não";"não";"não"
276475;"não";"sim";"não"
276476;"sim";"sim";"não"
276477;"não";"não";"não"
276478;"não";"sim";"não"
276479;"não";"sim";"não"
276480;"sim";"sim";"não"
276481;"não";"sim";"não"
276482;"sim";"não";"não"
276483;"não";"sim";"não"
276484;"não";"não";"não"
276486;"sim";"não";"não"
276487;"não";"sim";"não"
276488;"sim";"não";"não"
276489;"sim";"não";"não"
276491;"sim";"não";"não"
276492;"sim";"não";"não"
276493;"sim";"não";"não"
276494;"sim";"não";"não"
276495;"sim";"não";"não"
276496;"sim";"sim";"não"
276497;"sim";"não";"não"
276498;"sim";"não";"não"
276499;"não";"não";"não"
276500;"sim";"não";"não"
276501;"sim";"sim";"não"
276502;"não";"sim";"não"
276503;"sim";"sim";"não"
276504;"não";"sim";"não"
276505;"sim";"não";"não"
276506;"não";"sim";"não"
276507;"não";"não";"não"
276508;"sim";"não";"não"
276509;"sim";"não";"não"
276510;"não";"não";"não"
276512;"não";"sim";"não"
276513;"não";"sim";"não"
276514;"não";"sim";"não"
276515;"não";"não";"não"
276516;"não";"sim";"não"
276518;"não";"não";"não"
276519;"não";"sim";"não"
276520;"não";"não";"não"
276521;"sim";"não";"não"
276522;"não";"sim";"não"
276523;"não";"não";"não"
276524;"não";"não";"não"
276525;"não";"sim";"não"
276526;"não";"não";"não"
276527;"não";"sim";"não"
276528;"sim";"não";"não"
276531;"não";"sim";"não"
276532;"não";"não";"não"
276533;"não";"sim";"não"
276534;"não";"não";"não"
276535;"sim";"não";"não"
276537;"sim";"não";"não"
276538;"sim";"não";"não"
276539;"não";"não";"não"
276541;"não";"não";"não"
276542;"não";"sim";"não"
276543;"não";"sim";"não"
276544;"sim";"não";"sim"
276545;"não";"não";"não"
276546;"não";"não";"não"
276547;"não";"sim";"não"
276548;"não";"não";"não"
276549;"não";"sim";"não"
276550;"não";"não";"não"
276551;"não";"não";"não"
276552;"não";"não";"sim"
276553;"sim";"não";"não"
276554;"sim";"não";"não"
276555;"sim";"não";"não"
276556;"não";"não";"não"
276557;"sim";"não";"não"
276558;"sim";"sim";"não"
276559;"sim";"não";"não"
276560;"sim";"não";"não"
276561;"sim";"não";"não"
276562;"não";"não";"não"
276563;"sim";"não";"não"
276564;"não";"não";"não"
276565;"não";"sim";"não"
276566;"sim";"não";"sim"
276567;"não";"não";"não"
276569;"não";"não";"não"
276570;"não";"não";"não"
276571;"sim";"não";"não"
276572;"sim";"não";"não"
276573;"não";"não";"não"
276574;"não";"sim";"não"
276575;"sim";"não";"não"
276576;"sim";"não";"não"
276577;"sim";"não";"não"
276578;"não";"não";"não"
276579;"sim";"não";"não"
276580;"sim";"sim";"não"
276581;"sim";"não";"não"
276582;"não";"sim";"sim"
276583;"sim";"não";"não"
276584;"não";"não";"não"
276585;"não";"não";"não"
276586;"sim";"não";"sim"
276587;"sim";"não";"não"
276588;"sim";"não";"não"
276589;"não";"sim";"não"
276590;"não";"não";"não"
276591;"sim";"não";"não"
276592;"não";"sim";"não"
276593;"não";"sim";"não"
276594;"sim";"não";"não"
276595;"sim";"não";"não"
276596;"sim";"não";"não"
276597;"não";"sim";"não"
276598;"sim";"não";"não"
276599;"sim";"não";"não"
276600;"não";"sim";"não"
276601;"sim";"sim";"não"
276603;"sim";"não";"não"
276604;"não";"sim";"não"
276605;"sim";"não";"não"
276606;"sim";"não";"não"
276607;"não";"sim";"não"
276608;"sim";"sim";"não"
276609;"não";"não";"não"
276610;"sim";"não";"não"
276611;"não";"não";"não"
276612;"não";"não";"não"
276613;"sim";"não";"não"
276615;"sim";"sim";"não"
276616;"não";"não";"não"
276617;"não";"não";"não"
276618;"não";"não";"não"
276621;"não";"não";"não"
276622;"não";"não";"não"
276624;"sim";"não";"não"
276625;"sim";"não";"não"
276626;"não";"não";"não"
276627;"não";"não";"não"
276628;"não";"não";"não"
276629;"não";"não";"sim"
276630;"não";"não";"não"
276631;"não";"não";"não"
276633;"não";"não";"não"
276634;"sim";"não";"não"
276635;"sim";"não";"não"
276636;"sim";"não";"não"
276637;"sim";"não";"não"
276638;"não";"sim";"não"
276640;"sim";"sim";"não"
276641;"sim";"não";"não"
276643;"não";"não";"não"
276645;"não";"não";"não"
276646;"sim";"não";"não"
276647;"não";"sim";"não"
276648;"não";"não";"não"
276650;"sim";"não";"não"
276651;"não";"sim";"não"
276652;"não";"não";"não"
276653;"sim";"não";"não"
276654;"sim";"não";"não"
276655;"não";"sim";"não"
276656;"não";"sim";"não"
276657;"não";"não";"não"
276658;"não";"sim";"não"
276659;"sim";"não";"não"
276660;"não";"sim";"não"
276663;"não";"não";"não"
276665;"não";"sim";"não"
276666;"sim";"não";"não"
276668;"sim";"não";"não"
276669;"sim";"não";"não"
276671;"não";"não";"não"
276672;"sim";"não";"não"
276673;"não";"não";"não"
276674;"não";"não";"não"
276677;"não";"não";"não"
276678;"não";"sim";"não"
276679;"não";"sim";"não"
276680;"não";"não";"não"
276682;"não";"não";"não"
276683;"não";"sim";"não"
276684;"não";"sim";"não"
276685;"sim";"não";"não"
276686;"sim";"não";"não"
276687;"sim";"não";"não"
276688;"não";"sim";"não"
276689;"não";"sim";"não"
276690;"não";"sim";"não"
276691;"não";"não";"não"
276693;"não";"não";"não"
276694;"não";"não";"não"
276695;"não";"não";"não"
276696;"sim";"não";"não"
276698;"não";"não";"não"
276699;"não";"sim";"não"
276700;"sim";"não";"não"
276702;"sim";"não";"não"
276703;"não";"não";"não"
276704;"não";"não";"não"
276705;"não";"não";"não"
276706;"sim";"não";"não"
276707;"não";"não";"não"
276708;"não";"não";"não"
276709;"não";"não";"não"
276710;"não";"não";"não"
276712;"não";"sim";"não"
276713;"não";"não";"não"
276714;"não";"sim";"não"
276715;"não";"sim";"não"
276717;"não";"não";"não"
276718;"sim";"não";"não"
276719;"sim";"não";"não"
276720;"não";"não";"não"
276721;"não";"não";"não"
276722;"sim";"não";"não"
276723;"não";"sim";"não"
276724;"sim";"não";"não"
276725;"sim";"não";"não"
276726;"não";"não";"não"
276728;"sim";"não";"não"
276729;"sim";"não";"não"
276730;"não";"sim";"não"
276731;"sim";"não";"não"
276732;"não";"sim";"não"
276733;"não";"sim";"não"
276734;"não";"sim";"não"
276735;"não";"não";"não"
276736;"sim";"não";"não"
276737;"não";"não";"não"
276738;"sim";"não";"sim"
276739;"sim";"não";"não"
276740;"não";"não";"não"
276741;"sim";"não";"não"
276742;"sim";"não";"não"
276743;"sim";"não";"não"
276745;"sim";"não";"não"
276746;"não";"não";"não"
276749;"não";"não";"não"
276750;"não";"sim";"não"
276752;"sim";"não";"não"
276753;"sim";"sim";"não"
276755;"não";"não";"não"
276756;"sim";"não";"não"
276757;"sim";"não";"não"
276758;"não";"não";"não"
276759;"sim";"não";"não"
276761;"sim";"não";"não"
276762;"sim";"não";"não"
276763;"não";"não";"não"
276764;"sim";"não";"não"
276765;"sim";"não";"não"
276766;"não";"não";"não"
276767;"não";"não";"não"
276768;"não";"não";"não"
276769;"sim";"não";"não"
276770;"sim";"não";"não"
276771;"não";"não";"não"
276772;"sim";"não";"não"
276773;"sim";"não";"não"
276774;"não";"não";"não"
276776;"sim";"não";"não"
276778;"não";"não";"não"
276779;"sim";"não";"não"
276780;"não";"não";"não"
276781;"sim";"não";"não"
276782;"não";"não";"não"
276784;"não";"sim";"não"
276786;"não";"não";"não"
276788;"não";"não";"não"
276789;"sim";"não";"não"
276790;"não";"não";"não"
276791;"sim";"não";"não"
276792;"não";"não";"não"
276793;"não";"não";"não"
276795;"sim";"não";"não"
276796;"não";"não";"não"
276797;"sim";"não";"não"
276798;"sim";"não";"não"
276799;"sim";"não";"não"
276800;"não";"não";"não"
276801;"sim";"não";"não"
276802;"não";"não";"não"
276803;"não";"sim";"não"
276804;"sim";"não";"não"
276805;"não";"não";"não"
276806;"não";"sim";"não"
276807;"sim";"não";"não"
276808;"não";"sim";"não"
276809;"sim";"não";"não"
276810;"não";"não";"não"
276811;"não";"não";"não"
276813;"sim";"não";"não"
276814;"não";"não";"não"
276815;"não";"não";"não"
276816;"sim";"não";"não"
276817;"não";"não";"não"
276818;"sim";"não";"não"
276819;"não";"sim";"não"
276820;"não";"não";"não"
276821;"sim";"não";"não"
276822;"não";"não";"não"
276824;"sim";"não";"não"
276825;"não";"não";"não"
276826;"sim";"não";"não"
276827;"não";"sim";"não"
276828;"não";"não";"não"
276829;"não";"não";"não"
276831;"não";"não";"não"
276832;"não";"sim";"não"
276833;"não";"não";"não"
276834;"não";"não";"não"
276835;"não";"não";"não"
276836;"não";"sim";"não"
276838;"sim";"não";"não"
276839;"sim";"não";"não"
276840;"sim";"não";"não"
276841;"não";"não";"não"
276842;"não";"não";"não"
276843;"não";"não";"não"
276844;"não";"não";"não"
276845;"não";"sim";"não"
276847;"não";"não";"não"
276848;"não";"sim";"não"
276849;"sim";"não";"não"
276850;"não";"sim";"não"
276851;"sim";"não";"não"
276852;"não";"sim";"não"
276853;"não";"sim";"não"
276854;"não";"não";"não"
276855;"sim";"não";"não"
276856;"sim";"não";"não"
276857;"não";"não";"não"
276859;"não";"não";"não"
276860;"sim";"não";"não"
276861;"não";"não";"não"
276862;"sim";"não";"não"
276863;"não";"não";"não"
276864;"sim";"sim";"não"
276865;"não";"sim";"não"
276866;"não";"não";"não"
276867;"não";"sim";"não"
276868;"sim";"não";"não"
276869;"sim";"não";"não"
276870;"não";"sim";"não"
276871;"não";"não";"não"
276872;"sim";"não";"não"
276873;"não";"não";"não"
276874;"sim";"não";"não"
276875;"não";"não";"não"
276876;"não";"não";"não"
276877;"não";"sim";"não"
276878;"não";"sim";"não"
276879;"não";"não";"não"
276880;"sim";"não";"não"
276881;"não";"não";"não"
276882;"não";"sim";"não"
276883;"não";"não";"não"
276884;"sim";"não";"não"
276885;"não";"não";"não"
276886;"sim";"não";"não"
276887;"sim";"não";"não"
276888;"sim";"sim";"não"
276889;"não";"não";"não"
276890;"não";"não";"não"
276891;"sim";"não";"não"
276892;"sim";"não";"não"
276893;"não";"sim";"não"
276894;"sim";"não";"não"
276895;"não";"sim";"não"
276896;"não";"não";"não"
276897;"não";"não";"não"
276898;"não";"não";"não"
276899;"sim";"não";"não"
276900;"não";"não";"não"
276901;"não";"não";"não"
276903;"sim";"não";"não"
276904;"sim";"não";"não"
276905;"sim";"não";"não"
276906;"sim";"sim";"não"
276907;"não";"não";"não"
276909;"sim";"não";"não"
276910;"não";"sim";"não"
276911;"não";"sim";"não"
276912;"sim";"não";"não"
276913;"não";"sim";"não"
276915;"sim";"não";"não"
276916;"não";"sim";"não"
276917;"não";"não";"não"
276918;"sim";"não";"não"
276919;"sim";"não";"não"
276921;"sim";"não";"não"
276922;"sim";"não";"não"
276923;"não";"não";"não"
276924;"sim";"não";"não"
276925;"não";"sim";"não"
276926;"não";"sim";"não"
276927;"não";"não";"não"
276929;"não";"sim";"não"
276931;"sim";"não";"não"
276932;"não";"sim";"não"
276933;"sim";"não";"não"
276934;"não";"sim";"não"
276935;"não";"sim";"não"
276936;"sim";"não";"não"
276937;"não";"sim";"não"
276938;"sim";"não";"não"
276939;"não";"não";"não"
276940;"sim";"não";"não"
276941;"não";"não";"não"
276942;"sim";"não";"não"
276943;"sim";"sim";"não"
276944;"não";"sim";"não"
276945;"sim";"não";"não"
276946;"sim";"não";"não"
276948;"não";"sim";"não"
276949;"sim";"não";"não"
276950;"sim";"não";"não"
276951;"sim";"não";"não"
276952;"não";"não";"não"
276953;"não";"não";"não"
276955;"sim";"não";"não"
276956;"sim";"não";"não"
276957;"sim";"não";"não"
276958;"sim";"não";"não"
276959;"não";"sim";"não"
276960;"sim";"não";"não"
276964;"não";"não";"não"
276965;"não";"sim";"não"
276966;"sim";"sim";"não"
276967;"não";"não";"não"
276968;"não";"não";"não"
276969;"não";"não";"não"
276971;"não";"não";"não"
276972;"sim";"não";"não"
276973;"sim";"não";"não"
276974;"não";"não";"não"
276975;"não";"sim";"não"
276976;"não";"sim";"não"
276977;"não";"não";"não"
276978;"sim";"não";"não"
276979;"sim";"não";"não"
276980;"não";"sim";"não"
276981;"não";"sim";"não"
276982;"sim";"não";"não"
276983;"sim";"não";"não"
276985;"sim";"não";"não"
276986;"sim";"não";"não"
276987;"sim";"não";"não"
276988;"sim";"não";"não"
276989;"sim";"não";"não"
276992;"sim";"não";"não"
276993;"sim";"sim";"não"
276994;"sim";"não";"não"
276996;"não";"sim";"não"
276997;"sim";"não";"não"
276998;"sim";"não";"não"
276999;"não";"sim";"não"
277000;"sim";"não";"não"
277001;"sim";"não";"não"
277003;"não";"sim";"não"
277005;"sim";"não";"não"
277006;"não";"sim";"não"
277007;"sim";"sim";"não"
277008;"não";"sim";"não"
277009;"não";"não";"sim"
277011;"sim";"sim";"não"
277012;"não";"sim";"não"
277013;"não";"sim";"não"
277014;"não";"sim";"não"
277015;"não";"não";"não"
277016;"não";"sim";"não"
277017;"não";"não";"não"
277018;"não";"sim";"não"
277019;"não";"não";"não"
277020;"não";"não";"não"
277021;"sim";"não";"não"
277022;"sim";"não";"não"
277023;"não";"sim";"não"
277024;"sim";"não";"não"
277025;"não";"não";"não"
277026;"sim";"não";"não"
277027;"não";"sim";"não"
277028;"sim";"não";"não"
277029;"não";"sim";"não"
277030;"sim";"não";"não"
